uniq_pair,layer_from,node_from,layer_to,node_to,length,pident,plasmid.length.query,plasmid.length.subject,edge_type,weight
L10N3205_L11N3635,10,3205,11,3635,2108,99.953,2108,2108,Inter,0.99953
L10N3205_L12N4140,12,4140,10,3205,702,96.154,2134,2108,Inter,0.3163079100281162
L10N3205_L18N6760,18,6760,10,3205,1157,99.827,2108,2108,Inter,0.5479119497153699
L10N3205_L8N1584,8,1584,10,3205,1648,99.939,2108,2108,Inter,0.7813067931688803
L10N3206_L11N3637,10,3206,11,3637,1735,100,2106,2106,Inter,0.8238366571699905
L10N3206_L17N6123,10,3206,17,6123,741,97.166,2106,2043,Inter,0.3418803703703704
L10N3206_L21N7690,10,3206,21,7690,1463,99.727,2106,2106,Inter,0.6927853798670466
L10N3206_L8N1585,8,1585,10,3206,1452,100,2106,2106,Inter,0.6894586894586895
L10N3206_L9N2633,10,3206,9,2633,1572,99.555,2106,2106,Inter,0.743117094017094
L10N3207_L11N3638,10,3207,11,3638,1165,100,2105,2105,Inter,0.5534441805225653
L10N3207_L8N1587,8,1587,10,3207,1304,100,2105,2105,Inter,0.6194774346793349
L10N3207_L9N2634,9,2634,10,3207,2009,100,2105,2105,Inter,0.9543942992874109
L10N3208_L11N1589,11,1589,10,3208,1949,100,2100,2100,Inter,0.9280952380952381
L10N3208_L11N66,10,3208,11,66,2081,99.952,2100,2100,Inter,0.9904767238095238
L10N3208_L8N1589,8,1589,10,3208,1949,100,2100,2100,Inter,0.9280952380952381
L10N3208_L9N1589,9,1589,10,3208,1949,100,2100,2100,Inter,0.9280952380952381
L10N3208_L9N66,10,3208,9,66,2081,99.952,2100,2100,Inter,0.9904767238095238
L10N3209_L8N1590,8,1590,10,3209,1325,100,2095,2095,Inter,0.6324582338902148
L10N3209_L9N2644,9,2644,10,3209,1096,97.81,2060,2095,Inter,0.5116933651551312
L10N3210_L11N3641,11,3641,10,3210,1973,99.442,2095,2094,Inter,0.9365110548926013
L10N3210_L13N4638,10,3210,13,4638,1185,98.143,2094,2114,Inter,0.5501393330179755
L10N3210_L16N5375,16,5375,10,3210,1935,97.158,2077,2094,Inter,0.8978067335243554
L10N3210_L5N425,5,425,10,3210,1019,96.958,2085,2094,Inter,0.4718252244508119
L10N3210_L8N2637,8,2637,10,3210,1780,99.663,2094,2094,Inter,0.8471830945558739
L10N3210_L9N2637,9,2637,10,3210,1780,99.663,2094,2094,Inter,0.8471830945558739
L10N3211_L12N4146,12,4146,10,3211,1722,99.884,2088,2088,Inter,0.8237559770114942
L10N3211_L16N5393,10,3211,16,5393,2088,98.946,2088,2012,Inter,0.98946
L10N3211_L17N6118,17,6118,10,3211,1414,99.859,2088,2088,Inter,0.6762482088122606
L10N3211_L18N6763,10,3211,18,6763,1689,100,2088,2088,Inter,0.8089080459770115
L10N3211_L20N7283,10,3211,20,7283,1883,100,2088,2088,Inter,0.9018199233716475
L10N3211_L21N7695,21,7695,10,3211,1308,99.847,2088,2088,Inter,0.6254783333333332
L10N3211_L22N8199,10,3211,22,8199,1323,100,2088,2088,Inter,0.6336206896551724
L10N3211_L8N1593,8,1593,10,3211,1463,99.111,2088,2088,Inter,0.6944415373563219
L10N3212_L9N2638,9,2638,10,3212,1235,100,2081,2081,Inter,0.5934646804420951
L10N3213_L8N1579,8,1579,10,3213,2130,100,2130,2076,Inter,1
L10N3215_L11N3633,11,3633,10,3215,1950,100,2116,2063,Inter,0.9215500945179584
L10N3215_L9N2627,10,3215,9,2627,1555,100,2063,2146,Inter,0.7246039142590867
L10N3216_L11N3642,10,3216,11,3642,1237,100,2049,2090,Inter,0.591866028708134
L10N3216_L12N4142,10,3216,12,4142,1717,99.884,2049,2104,Inter,0.8151180038022813
L10N3216_L17N6116,10,3216,17,6116,1942,99.897,2049,2104,Inter,0.922053108365019
L10N3216_L22N8194,10,3216,22,8194,1390,99.856,2049,2104,Inter,0.6596950570342204
L10N3216_L9N2635,10,3216,9,2635,1109,100,2049,2105,Inter,0.5268408551068884
L10N3217_L9N2651,9,2651,10,3217,2042,100,2042,2048,Inter,0.9970703125
L10N3218_L11N3645,10,3218,11,3645,1494,99.933,2048,2048,Inter,0.729003427734375
L10N3218_L9N2649,9,2649,10,3218,1090,100,2048,2048,Inter,0.5322265625
L10N3219_L11N3634,11,3634,10,3219,2112,98.485,2112,2041,Inter,0.98485
L10N3219_L8N1583,8,1583,10,3219,2112,98.58,2112,2041,Inter,0.9858
L10N3220_L8N1608,10,3220,8,1608,2033,99.754,2033,2031,Inter,0.9975400000000001
L10N3222_L11N3652,10,3222,11,3652,1545,99.871,2002,2002,Inter,0.7707327422577422
L10N3222_L8N1613,10,3222,8,1613,1962,99.796,2002,2001,Inter,0.9780207392607393
L10N3222_L9N2656,9,2656,10,3222,1259,99.841,2002,2002,Inter,0.6278712237762237
L10N431_L9N2650,10,431,9,2650,2047,100,2054,2047,Inter,0.9965920155793574
L10N55_L10N689,10,55,10,689,2558,99.961,3159,3163,Intra,0.8084104900411002
L10N55_L11N3532,11,3532,10,55,1666,100,3163,3159,Inter,0.5267151438507746
L10N55_L11N3562,11,3562,10,55,800,98.25,2832,3159,Inter,0.24881291547958218
L10N55_L12N4007,12,4007,10,55,2754,100,3163,3159,Inter,0.8706923806512804
L10N55_L17N6036,17,6036,10,55,881,95.687,2832,3159,Inter,0.6505229186451409
L10N55_L21N7592,10,55,21,7592,2776,99.964,3159,3163,Inter,0.8773318495099589
L10N55_L5N689,10,55,5,689,2558,99.961,3159,3163,Inter,0.8084104900411002
L10N55_L6N689,10,55,6,689,2558,99.961,3159,3163,Inter,0.8084104900411002
L10N55_L8N55,8,55,10,55,3159,100,3159,3159,Inter,1
L10N57_L12N57,12,57,10,57,3025,100,3025,3025,Inter,1
L10N57_L16N57,16,57,10,57,3025,100,3025,3025,Inter,1
L10N57_L8N57,8,57,10,57,3025,100,3025,3025,Inter,1
L10N58_L11N3576,11,3576,10,58,2668,100,2676,2668,Inter,0.9970104633781763
L10N58_L11N58,11,58,10,58,2668,100,2668,2668,Inter,1
L10N58_L20N7224,10,58,20,7224,2405,99.667,2668,2865,Inter,0.8366461954624782
L10N58_L8N3576,8,3576,10,58,2668,100,2676,2668,Inter,0.9970104633781763
L10N58_L8N58,8,58,10,58,2668,100,2668,2668,Inter,1
L10N59_L8N59,8,59,10,59,2419,100,2419,2419,Inter,1
L10N59_L9N2588,10,59,9,2588,1244,100,2419,2419,Inter,0.5142620917734602
L10N60_L11N3608,11,3608,10,60,1227,100,2348,2348,Inter,0.522572402044293
L10N60_L8N60,8,60,10,60,2348,100,2348,2348,Inter,1
L10N60_L9N2599,9,2599,10,60,2301,100,2348,2348,Inter,0.9799829642248722
L10N62_L10N65,10,62,10,65,2142,100,2197,2197,Intra,0.9749658625398271
L10N62_L11N62,10,62,11,62,2197,100,2197,2197,Inter,1
L10N62_L8N62,10,62,8,62,2197,100,2197,2197,Inter,1
L10N62_L9N65,10,62,9,65,2142,100,2197,2197,Inter,0.9749658625398271
L10N65_L11N62,11,62,10,65,2142,100,2197,2197,Inter,0.9749658625398271
L10N65_L8N62,8,62,10,65,2142,100,2197,2197,Inter,0.9749658625398271
L10N65_L9N65,9,65,10,65,2197,100,2197,2197,Inter,1
L10N67_L8N1337,8,1337,10,67,3880,99.948,3880,3880,Inter,0.9994799999999999
L10N67_L9N67,9,67,10,67,3880,100,3880,3880,Inter,1
L10N689_L11N3532,10,689,11,3532,2159,100,3163,3163,Inter,0.6825798292760038
L10N689_L11N3562,11,3562,10,689,797,98.369,2832,3163,Inter,0.24786624407208346
L10N689_L12N4007,12,4007,10,689,2153,99.954,3163,3163,Inter,0.6803697818526715
L10N689_L17N6036,17,6036,10,689,878,95.786,2832,3163,Inter,0.4571620075877332
L10N689_L21N7592,21,7592,10,689,2175,99.954,3163,3163,Inter,0.6873220044261776
L10N689_L8N55,8,55,10,689,2558,99.961,3159,3163,Inter,0.8084104900411002
L10N72_L11N72,10,72,11,72,3240,100,3240,3240,Inter,1
L10N72_L9N72,9,72,10,72,3240,100,3240,3240,Inter,1
L10N77_L11N77,10,77,11,77,3231,100,3231,3231,Inter,1
L10N77_L22N8110,10,77,22,8110,2402,100,3231,3231,Inter,0.7434230888269886
L10N77_L8N1389,10,77,8,1389,3175,100,3231,3231,Inter,0.9826679046734758
L10N77_L9N2526,10,77,9,2526,3194,99.969,3231,3231,Inter,0.9882419870009285
L10N78_L11N78,10,78,11,78,3126,100,3126,3126,Inter,1
L10N78_L12N56,12,56,10,78,3106,100,3106,3126,Inter,0.9936020473448497
L10N78_L12N78,12,78,10,78,3126,100,3126,3126,Inter,1
L10N78_L16N5276,16,5276,10,78,1686,100,3104,3126,Inter,0.5393474088291746
L10N78_L16N78,16,78,10,78,3126,100,3126,3126,Inter,1
L10N78_L17N5984,17,5984,10,78,3031,99.868,6320,3126,Inter,0.47895555063291134
L10N78_L18N78,10,78,18,78,3126,100,3126,3126,Inter,1
L10N78_L21N7595,21,7595,10,78,3126,99.968,3126,3126,Inter,0.99968
L10N78_L22N78,10,78,22,78,3126,100,3126,3126,Inter,1
L10N78_L8N56,8,56,10,78,3106,100,3106,3126,Inter,0.9936020473448497
L10N78_L8N78,8,78,10,78,3126,100,3126,3126,Inter,1
L11N1044_L20N7219,20,7219,11,1044,735,93.197,2977,3064,Inter,0.2235632996083551
L11N1044_L21N7585,21,7585,11,1044,1374,89.592,3348,3064,Inter,0.3676804301075268
L11N1044_L6N691,6,691,11,1044,642,93.458,2977,3064,Inter,0.39131920365535244
L11N1046_L11N1428,11,1046,11,1428,2386,99.958,2938,2938,Intra,0.8117759972770593
L11N1046_L11N2545,11,1046,11,2545,2026,100,2938,2938,Intra,0.6895847515316542
L11N1046_L18N6719,11,1046,18,6719,2427,99.959,2938,2938,Inter,0.8257334683458134
L11N1046_L8N1428,11,1046,8,1428,2386,99.958,2938,2938,Inter,0.8117759972770593
L11N1046_L9N2545,11,1046,9,2545,2026,100,2938,2938,Inter,0.6895847515316542
L11N1395_L11N2532,11,2532,11,1395,1925,100,3185,3185,Intra,0.6043956043956044
L11N1395_L11N3530,11,3530,11,1395,1877,100,3185,3185,Intra,0.5893249607535321
L11N1395_L9N2532,9,2532,11,1395,1925,100,3185,3185,Inter,0.6043956043956044
L11N1409_L11N5286,11,1409,11,5286,1375,96.291,3077,2873,Intra,0.43028964900877475
L11N1409_L16N5286,11,1409,16,5286,1375,96.291,3077,2873,Inter,0.43028964900877475
L11N1409_L17N6028,11,1409,17,6028,1122,96.791,3077,2967,Inter,0.3529395580110497
L11N1409_L21N7604,21,7604,11,1409,635,94.803,2965,3077,Inter,0.19564480012999674
L11N1409_L22N8120,11,1409,22,8120,867,98.385,3077,2985,Inter,0.2772174033149171
L11N1409_L3N199,3,199,11,1409,839,89.869,3246,3077,Inter,0.2322861706715958
L11N1409_L9N2535,11,1409,9,2535,1863,99.839,3077,3077,Inter,0.6044850731231719
L11N1412_L11N1434,11,1434,11,1412,880,100,2877,3057,Intra,0.5754007196597972
L11N1412_L8N1434,8,1434,11,1412,880,100,2877,3057,Inter,0.5754007196597972
L11N1412_L9N1434,9,1434,11,1412,880,100,2877,3057,Inter,0.5754007196597972
L11N1428_L11N2545,11,1428,11,2545,2585,100,2938,2938,Intra,0.8798502382573179
L11N1428_L18N6719,18,6719,11,1428,2897,99.931,2938,2938,Inter,0.9853645575221238
L11N1428_L7N1046,7,1046,11,1428,2386,99.958,2938,2938,Inter,0.8117759972770593
L11N1428_L9N2545,11,1428,9,2545,2585,100,2938,2938,Inter,0.8798502382573179
L11N1430_L9N2550,11,1430,9,2550,1747,100,2920,2920,Inter,0.5982876712328767
L11N1434_L8N1412,11,1434,8,1412,880,100,2877,3057,Inter,0.5754007196597972
L11N1434_L9N1412,11,1434,9,1412,880,100,2877,3057,Inter,0.5754007196597972
L11N1502_L11N3589,11,1502,11,3589,2485,100,2501,2501,Intra,0.9936025589764095
L11N1520_L11N3575,11,1520,11,3575,2404,100,2404,2679,Intra,0.8973497573721538
L11N1589_L11N66,11,1589,11,66,1930,99.948,2100,2100,Intra,0.9185697142857142
L11N1589_L9N66,11,1589,9,66,1930,99.948,2100,2100,Inter,0.9185697142857142
L11N198_L8N1316,11,198,8,1316,2566,99.337,4214,4485,Inter,0.5683361025641026
L11N2499_L11N3512,11,2499,11,3512,1488,99.395,3675,3537,Intra,0.40244832653061224
L11N2527_L21N7588,21,7588,11,2527,1202,98.336,3248,3216,Inter,0.36391586206896553
L11N2532_L11N3530,11,2532,11,3530,2627,100,3185,3185,Intra,0.8248037676609106
L11N2532_L8N1395,11,2532,8,1395,1925,100,3185,3185,Inter,0.6043956043956044
L11N2545_L18N6719,11,2545,18,6719,2537,99.961,2938,2938,Inter,0.8631758236895848
L11N2545_L6N693,6,693,11,2545,1751,99.943,2943,2938,Inter,0.5946319843696908
L11N2545_L7N1046,11,2545,7,1046,2026,100,2938,2938,Inter,0.6895847515316542
L11N2545_L8N1428,11,2545,8,1428,2585,100,2938,2938,Inter,0.8798502382573179
L11N2624_L11N3628,11,2624,11,3628,1370,100,2157,2157,Intra,0.6351414000927214
L11N2624_L11N4135,11,2624,11,4135,1144,100,2157,2157,Intra,0.5303662494204914
L11N2624_L12N4135,11,2624,12,4135,1144,100,2157,2157,Inter,0.5303662494204914
L11N2624_L15N5090,11,2624,15,5090,2157,98.702,2157,2075,Inter,0.98702
L11N2624_L21N7680,21,7680,11,2624,1258,100,2157,2157,Inter,0.5832174316179879
L11N2624_L5N420,11,2624,5,420,1918,96.767,2157,2154,Inter,0.8604501900788131
L11N2624_L8N1574,11,2624,8,1574,1780,96.854,2157,2154,Inter,0.7992587853500231
L11N3152_L8N1441,8,1441,11,3152,1338,92.9,2853,2738,Inter,0.43568243953732916
L11N3455_L8N1293,8,1293,11,3455,5994,100,7296,7296,Inter,0.821546052631579
L11N3456_L12N3963,11,3456,12,3963,1997,99.8,7241,3817,Inter,0.5332153362795193
L11N3456_L17N6001,11,3456,17,6001,2587,99.845,7241,3582,Inter,0.3567173249551167
L11N3456_L18N6709,18,6709,11,3456,3039,98.618,3578,7241,Inter,0.41389324955116696
L11N3456_L20N7209,11,3456,20,7209,2761,99.746,7241,3792,Inter,0.38033242093633474
L11N3456_L22N8103,11,3456,22,8103,1914,99.269,7241,3550,Inter,0.51678128435299
L11N3456_L4N290,4,290,11,3456,2182,99.542,3572,7241,Inter,0.29995945863830964
L11N3456_L8N1354,8,1354,11,3456,3022,99.239,3572,7241,Inter,0.4141696699350918
L11N3464_L8N1308,11,3464,8,1308,4486,99.978,4960,4960,Inter,0.904236508064516
L11N3466_L20N7204,20,7204,11,3466,1932,97.878,4817,4806,Inter,0.3925686028648537
L11N3466_L9N2479,9,2479,11,3466,4621,100,4806,4806,Inter,0.9615064502704952
L11N3467_L8N1312,11,3467,8,1312,4403,100,4798,4798,Inter,0.9176740308461859
L11N3471_L8N1318,8,1318,11,3471,3599,100,4456,4456,Inter,0.8076750448833034
L11N3475_L12N3957,12,3957,11,3475,2140,96.589,4377,4330,Inter,0.4722423120859036
L11N3476_L8N1321,8,1321,11,3476,3308,100,4300,4300,Inter,0.7693023255813953
L11N3480_L8N1327,8,1327,11,3480,2996,99.933,4092,4092,Inter,0.7316697653958945
L11N3480_L9N2488,9,2488,11,3480,2996,99.933,4092,4092,Inter,0.7316697653958945
L11N3484_L22N8101,11,3484,22,8101,2551,99.961,4021,3706,Inter,0.8507848644615768
L11N3488_L8N1334,11,3488,8,1334,2478,99.96,3945,3923,Inter,0.6278856273764258
L11N3489_L9N2492,9,2492,11,3489,2611,99.732,3944,3944,Inter,0.6602440466531441
L11N3490_L8N1332,11,3490,8,1332,2242,99.777,3922,3969,Inter,0.5636181254724112
L11N3490_L9N2491,11,3490,9,2491,2887,99.931,3922,3969,Inter,0.7268853539934492
L11N3491_L9N2493,9,2493,11,3491,3550,100,3875,3875,Inter,0.9161290322580645
L11N3493_L8N1376,8,1376,11,3493,3348,100,3348,3786,Inter,0.884310618066561
L11N3499_L9N2496,9,2496,11,3499,2282,100,3743,3754,Inter,0.6078849227490677
L11N3500_L8N1349,8,1349,11,3500,3602,100,3731,3726,Inter,0.9654248190833556
L11N3504_L8N1353,8,1353,11,3504,3133,100,3616,3616,Inter,0.8664269911504425
L11N3504_L9N2501,9,2501,11,3504,2224,100,3616,3616,Inter,0.6150442477876106
L11N3505_L9N2502,9,2502,11,3505,3523,100,3579,3579,Inter,0.984353171276893
L11N3509_L9N2525,9,2525,11,3509,3075,100,3241,3558,Inter,0.8642495784148398
L11N3510_L8N1357,8,1357,11,3510,3088,100,3555,3555,Inter,0.8686357243319268
L11N3512_L9N2499,9,2499,11,3512,1488,99.395,3675,3537,Inter,0.40244832653061224
L11N3514_L8N1295,8,1295,11,3514,2022,99.703,6939,3460,Inter,0.2905310073497623
L11N3514_L9N2509,9,2509,11,3514,1874,100,3413,3460,Inter,0.5416184971098266
L11N3515_L12N3989,12,3989,11,3515,1461,98.631,3410,3460,Inter,0.8326580664739884
L11N3515_L9N2506,9,2506,11,3515,2830,99.965,3460,3460,Inter,0.8176328034682081
L11N3517_L12N3989,11,3517,12,3989,903,98.228,3422,3410,Inter,0.25920480420806546
L11N3518_L9N2510,11,3518,9,2510,2977,100,3408,3408,Inter,0.8735328638497653
L11N3519_L8N1369,8,1369,11,3519,2666,99.962,3396,3396,Inter,0.7847429093050649
L11N3519_L9N2511,9,2511,11,3519,3103,99.968,3396,3396,Inter,0.9134296348645465
L11N3520_L8N1294,11,3520,8,1294,2735,99.89,3387,7241,Inter,0.3772947797265571
L11N3520_L9N2513,9,2513,11,3520,2563,99.961,3378,3387,Inter,0.7564217390020668
L11N3521_L8N1371,8,1371,11,3521,3376,100,3377,3376,Inter,0.9997038791827065
L11N3521_L9N2514,11,3521,9,2514,3021,100,3376,3377,Inter,0.8945809890435298
L11N3523_L8N1378,8,1378,11,3523,2765,100,3320,3320,Inter,0.83283132530120485
L11N3523_L9N2519,11,3523,9,2519,2216,99.955,3320,3320,Inter,0.6671695180722891
L11N3524_L8N1381,8,1381,11,3524,3254,100,3308,3308,Inter,0.9836759371221282
L11N3527_L9N2522,9,2522,11,3527,2392,99.582,3265,3265,Inter,0.729556336906585
L11N3529_L8N1388,8,1388,11,3529,3239,99.722,3239,3239,Inter,0.99722
L11N3529_L9N2531,9,2531,11,3529,1807,99.945,3185,3239,Inter,0.5575813985798085
L11N3530_L8N1395,11,3530,8,1395,1877,100,3185,3185,Inter,0.5893249607535321
L11N3530_L9N2532,9,2532,11,3530,2627,100,3185,3185,Inter,0.8248037676609106
L11N3531_L12N4005,11,3531,12,4005,2589,99.846,3181,3166,Inter,0.8126416032694121
L11N3531_L16N5262,16,5262,11,3531,1603,98.378,3375,3181,Inter,0.46725906370370374
L11N3531_L17N6006,17,6006,11,3531,1909,99.319,3385,3181,Inter,0.9497772141802068
L11N3531_L18N6712,11,3531,18,6712,3181,99.34,3181,3383,Inter,0.9340837718001774
L11N3531_L22N8105,11,3531,22,8105,2644,99.244,3181,3383,Inter,0.7756462784510789
L11N3531_L9N2512,9,2512,11,3531,1288,98.835,3385,3181,Inter,0.376069364844904
L11N3532_L11N3562,11,3562,11,3532,800,98.25,2832,3163,Intra,0.2484982611444831
L11N3532_L12N4007,11,3532,12,4007,2075,100,3163,3163,Inter,0.6560227631994942
L11N3532_L17N6036,17,6036,11,3532,801,95.88,2832,3163,Inter,0.43408193171040155
L11N3532_L21N7592,11,3532,21,7592,2054,99.854,3163,3163,Inter,0.6484353967752134
L11N3532_L5N689,5,689,11,3532,2159,100,3163,3163,Inter,0.6825798292760038
L11N3532_L6N689,11,3532,6,689,2159,100,3163,3163,Inter,0.6825798292760038
L11N3532_L8N55,11,3532,8,55,1666,100,3163,3159,Inter,0.5267151438507746
L11N3534_L8N1396,8,1396,11,3534,3052,99.967,3159,3159,Inter,0.9658096992719215
L11N3534_L9N2533,9,2533,11,3534,3117,99.936,3159,3159,Inter,0.9860731623931625
L11N3535_L8N1405,8,1405,11,3535,3099,99.839,3124,3124,Inter,0.9904003233034571
L11N3538_L8N1411,8,1411,11,3538,2740,100,3068,3068,Inter,0.8930899608865711
L11N3538_L9N2537,9,2537,11,3538,2387,100,3022,3068,Inter,0.7780312907431551
L11N3539_L8N3130,8,3130,11,3539,1780,100,3064,3064,Inter,0.5809399477806788
L11N3541_L8N1414,8,1414,11,3541,2981,100,3037,3037,Inter,0.9815607507408627
L11N3543_L8N1416,8,1416,11,3543,2480,100,3028,3028,Inter,0.8190224570673712
L11N3544_L8N1417,11,3544,8,1417,2654,99.623,3025,3025,Inter,0.8740477421487604
L11N3545_L18N6718,18,6718,11,3545,2103,99.857,3009,3009,Inter,0.6979038584247258
L11N3545_L8N1422,8,1422,11,3545,2954,99.966,3009,3009,Inter,0.9813877168494516
L11N3545_L9N2529,11,3545,9,2529,2338,99.957,3009,3200,Inter,0.73031083125
L11N3546_L21N7596,21,7596,11,3546,1300,100,3105,3003,Inter,0.41867954911433175
L11N3546_L8N1401,8,1401,11,3546,3005,99.8,3140,3003,Inter,0.955092356687898
L11N3548_L8N1426,11,3548,8,1426,2355,100,2965,2965,Inter,0.7942664418212478
L11N3548_L9N2540,11,3548,9,2540,2658,100,2965,2965,Inter,0.8964586846543001
L11N3551_L8N1427,8,1427,11,3551,2157,100,2938,2938,Inter,0.7341729067392784
L11N3551_L9N2546,9,2546,11,3551,2541,99.921,2938,2938,Inter,0.8641908134785569
L11N3552_L7N1047,7,1047,11,3552,2720,99.963,2935,2935,Inter,0.9264032708688245
L11N3552_L8N1429,11,3552,8,1429,2325,100,2935,2935,Inter,0.7921635434412265
L11N3552_L9N2547,9,2547,11,3552,2219,99.955,2935,2935,Inter,0.755707478705281
L11N3553_L8N1431,8,1431,11,3553,2913,99.863,2915,2915,Inter,0.997944833619211
L11N3554_L20N7214,20,7214,11,3554,903,98.45,3151,2914,Inter,0.2821337670580768
L11N3556_L12N4024,11,3556,12,4024,1795,99.889,2864,2900,Inter,0.6182784655172413
L11N3556_L8N1432,11,3556,8,1432,2072,99.903,2864,2900,Inter,0.7137897103448276
L11N3557_L12N4059,11,3557,12,4059,679,94.256,2859,2606,Inter,0.22385387897866385
L11N3557_L21N7615,11,3557,21,7615,1240,98.387,2859,2772,Inter,0.426722210563134
L11N3557_L22N8148,11,3557,22,8148,679,94.256,2859,2598,Inter,0.22385387897866385
L11N3559_L8N1447,8,1447,11,3559,2843,100,2843,2852,Inter,0.9968443197755961
L11N3559_L9N2557,11,3559,9,2557,2844,100,2852,2843,Inter,0.9971949509116409
L11N3560_L8N1445,8,1445,11,3560,1545,100,2846,2846,Inter,0.5428671820098384
L11N3560_L9N2556,9,2556,11,3560,2032,99.656,2846,2846,Inter,0.7115284328882643
L11N3562_L12N4007,11,3562,12,4007,800,98.25,2832,3163,Inter,0.2484982611444831
L11N3562_L17N6036,11,3562,17,6036,2075,98.602,2832,2832,Inter,0.7224546257062148
L11N3562_L21N7592,11,3562,21,7592,797,98.369,2832,3163,Inter,0.24786624407208346
L11N3562_L5N689,11,3562,5,689,797,98.369,2832,3163,Inter,0.24786624407208346
L11N3562_L6N689,11,3562,6,689,797,98.369,2832,3163,Inter,0.24786624407208346
L11N3562_L8N55,11,3562,8,55,800,98.25,2832,3159,Inter,0.24881291547958218
L11N3565_L8N1425,8,1425,11,3565,2693,99.963,2977,2766,Inter,0.9042672455492106
L11N3567_L9N2563,11,3567,9,2563,2449,99.918,2752,2752,Inter,0.8891685392441862
L11N3568_L16N2564,11,3568,16,2564,1818,100,2751,2751,Inter,0.6608505997818975
L11N3568_L16N5293,11,3568,16,5293,1406,100,2751,2752,Inter,0.5109011627906976
L11N3568_L18N6722,11,3568,18,6722,1483,97.033,2751,2747,Inter,0.5230822937113777
L11N3568_L9N2564,11,3568,9,2564,1818,100,2751,2751,Inter,0.6608505997818975
L11N3570_L20N7229,11,3570,20,7229,2675,99.701,2729,2728,Inter,0.9772816965921582
L11N3570_L21N7617,21,7617,11,3570,2142,99.907,2729,2729,Inter,0.7841729351410773
L11N3575_L8N1520,8,1520,11,3575,2404,100,2404,2679,Inter,0.8973497573721538
L11N3576_L11N58,11,58,11,3576,2668,100,2668,2676,Intra,0.9970104633781763
L11N3576_L20N7224,11,3576,20,7224,2409,99.668,2676,2865,Inter,0.8380461151832461
L11N3576_L8N58,11,3576,8,58,2668,100,2676,2668,Inter,0.9970104633781763
L11N3577_L9N2568,9,2568,11,3577,2614,99.885,2673,2673,Inter,0.9768028058361392
L11N3579_L21N7620,11,3579,21,7620,2643,100,2662,2662,Inter,0.992862509391435
L11N3579_L5N392,11,3579,5,392,2168,100,2662,2662,Inter,0.8144252441773103
L11N3579_L7N1049,7,1049,11,3579,1724,100,2662,2662,Inter,0.6476333583771601
L11N3579_L8N1469,11,3579,8,1469,1417,100,2662,2662,Inter,0.5323065364387678
L11N3579_L9N2570,9,2570,11,3579,2257,100,2662,2662,Inter,0.8478587528174305
L11N3581_L21N7634,11,3581,21,7634,2616,98.356,2616,2537,Inter,0.98356
L11N3581_L8N1485,11,3581,8,1485,2016,98.016,2616,2593,Inter,0.7553526605504588
L11N3581_L9N2574,11,3581,9,2574,2012,98.161,2616,2593,Inter,0.7549691590214067
L11N3582_L12N141,12,141,11,3582,1971,99.493,2449,2612,Inter,0.7507683882082695
L11N3582_L12N294,12,294,11,3582,2213,99.548,2449,2612,Inter,0.8434139509954058
L11N3582_L13N141,13,141,11,3582,1971,99.493,2449,2612,Inter,0.7507683882082695
L11N3582_L13N4619,11,3582,13,4619,2312,99.957,2612,2312,Inter,0.8847648698315467
L11N3582_L16N141,16,141,11,3582,1971,99.493,2449,2612,Inter,0.7507683882082695
L11N3582_L16N5335,11,3582,16,5335,2612,98.66,2612,2380,Inter,0.9865999999999999
L11N3582_L17N141,17,141,11,3582,1971,99.493,2449,2612,Inter,0.7507683882082695
L11N3582_L17N6072,11,3582,17,6072,1694,99.351,2612,2470,Inter,0.6443361179173047
L11N3582_L17N6075,11,3582,17,6075,1694,99.351,2612,2449,Inter,0.6443361179173047
